Financial Year,Financial Quarter,Force Name,Offence Description,Offence Group,Offence Subgroup,Offence Code,Offence Count
2020/21,1,West Yorkshire,Possession of controlled drugs (Cannabis),Drug offences,Possession of drugs,92E,418
2020/21,1,West Yorkshire,Possession of controlled drugs (excl. Cannabis),Drug offences,Possession of drugs,92D,127
2020/21,1,West Yorkshire,Possession of controlled drugs (excl. Cannabis),Drug offences,Possession of drugs,92D,143
2020/21,1,West Yorkshire,Possession of controlled drugs (excl. Cannabis),Drug offences,Possession of drugs,92D,99
2020/21,1,West Yorkshire,Possession of false documents,Miscellaneous crimes,Miscellaneous crimes,61A,1
2020/21,1,West Yorkshire,Possession of false documents,Miscellaneous crimes,Miscellaneous crimes,61A,0
2020/21,1,West Yorkshire,Possession of false documents,Miscellaneous crimes,Miscellaneous crimes,61A,1
2020/21,1,West Yorkshire,Possession of firearms offences,Possession of weapons offences,Possession of weapons offences,10B,12
2020/21,1,West Yorkshire,Possession of firearms offences,Possession of weapons offences,Possession of weapons offences,10B,15
2020/21,1,West Yorkshire,Possession of firearms offences,Possession of weapons offences,Possession of weapons offences,10B,19
2020/21,1,West Yorkshire,Possession of firearms with intent,Possession of weapons offences,Possession of weapons offences,10A,9
2020/21,1,West Yorkshire,Possession of firearms with intent,Possession of weapons offences,Possession of weapons offences,10A,11
2020/21,1,West Yorkshire,Possession of firearms with intent,Possession of weapons offences,Possession of weapons offences,10A,13
2020/21,1,West Yorkshire,Possession of other weapons,Possession of weapons offences,Possession of weapons offences,10C,85
2020/21,1,West Yorkshire,Possession of other weapons,Possession of weapons offences,Possession of weapons offences,10C,84
2020/21,1,West Yorkshire,Possession of other weapons,Possession of weapons offences,Possession of weapons offences,10C,70
2020/21,1,West Yorkshire,Procuring illegal abortion,Violence against the person,Violence without injury,14,0
2020/21,1,West Yorkshire,Procuring illegal abortion,Violence against the person,Violence without injury,14,0
2020/21,1,West Yorkshire,Procuring illegal abortion,Violence against the person,Violence without injury,14,0
2020/21,1,West Yorkshire,Profiting from or concealing knowledge of the proceeds of crime,Miscellaneous crimes,Miscellaneous crimes,38,19
2020/21,1,West Yorkshire,Profiting from or concealing knowledge of the proceeds of crime,Miscellaneous crimes,Miscellaneous crimes,38,20
2020/21,1,West Yorkshire,Profiting from or concealing knowledge of the proceeds of crime,Miscellaneous crimes,Miscellaneous crimes,38,37
2020/21,1,West Yorkshire,"Public fear, alarm or distress",Public order offences,Public order offences,9A,2015
2020/21,1,West Yorkshire,"Public fear, alarm or distress",Public order offences,Public order offences,9A,2435
2020/21,1,West Yorkshire,"Public fear, alarm or distress",Public order offences,Public order offences,9A,2354
2020/21,1,West Yorkshire,Racially or religiously aggravated assault with injury,Violence against the person,Violence with injury,8P,12
2020/21,1,West Yorkshire,Racially or religiously aggravated assault with injury,Violence against the person,Violence with injury,8P,9
2020/21,1,West Yorkshire,Racially or religiously aggravated assault with injury,Violence against the person,Violence with injury,8P,20
2020/21,1,West Yorkshire,Racially or religiously aggravated assault without injury,Violence against the person,Violence without injury,105B,31
2020/21,1,West Yorkshire,Racially or religiously aggravated assault without injury,Violence against the person,Violence without injury,105B,37
2020/21,1,West Yorkshire,Racially or religiously aggravated assault without injury,Violence against the person,Violence without injury,105B,51
2020/21,1,West Yorkshire,Racially or religiously aggravated criminal damage,Criminal damage and arson,Criminal damage,58J,7
2020/21,1,West Yorkshire,Racially or religiously aggravated criminal damage,Criminal damage and arson,Criminal damage,58J,7
2020/21,1,West Yorkshire,Racially or religiously aggravated criminal damage,Criminal damage and arson,Criminal damage,58J,14
2020/21,1,West Yorkshire,Racially or religiously aggravated harassment,Violence against the person,Stalking and harassment,8M,29
2020/21,1,West Yorkshire,Racially or religiously aggravated harassment,Violence against the person,Stalking and harassment,8M,34
2020/21,1,West Yorkshire,Racially or religiously aggravated harassment,Violence against the person,Stalking and harassment,8M,41
2020/21,1,West Yorkshire,"Racially or religiously aggravated public fear, alarm or distress",Public order offences,Public order offences,9B,212
2020/21,1,West Yorkshire,"Racially or religiously aggravated public fear, alarm or distress",Public order offences,Public order offences,9B,271
2020/21,1,West Yorkshire,"Racially or religiously aggravated public fear, alarm or distress",Public order offences,Public order offences,9B,331
2020/21,1,West Yorkshire,Rape of a female aged 16 and over,Sexual offences,Rape offences,19C,130
2020/21,1,West Yorkshire,Rape of a female aged 16 and over,Sexual offences,Rape offences,19C,133
2020/21,1,West Yorkshire,Rape of a female aged 16 and over,Sexual offences,Rape offences,19C,208
2020/21,1,West Yorkshire,Rape of a female child under 13,Sexual offences,Rape offences,19E,18
2020/21,1,West Yorkshire,Rape of a female child under 13,Sexual offences,Rape offences,19E,18
2020/21,1,West Yorkshire,Rape of a female child under 13,Sexual offences,Rape offences,19E,21
2020/21,1,West Yorkshire,Rape of a female child under 16,Sexual offences,Rape offences,19D,24
2020/21,1,West Yorkshire,Rape of a female child under 16,Sexual offences,Rape offences,19D,39
2020/21,1,West Yorkshire,Rape of a female child under 16,Sexual offences,Rape offences,19D,64
2020/21,1,West Yorkshire,Rape of a Female - Multiple Undefined Offenders,Sexual offences,Rape offences,19J,1
2020/21,1,West Yorkshire,Rape of a Female - Multiple Undefined Offenders,Sexual offences,Rape offences,19J,4
2020/21,1,West Yorkshire,Rape of a Female - Multiple Undefined Offenders,Sexual offences,Rape offences,19J,2
2020/21,1,West Yorkshire,Rape of a male aged 16 and over,Sexual offences,Rape offences,19F,6
2020/21,1,West Yorkshire,Rape of a male aged 16 and over,Sexual offences,Rape offences,19F,7
2020/21,1,West Yorkshire,Rape of a male aged 16 and over,Sexual offences,Rape offences,19F,12
2020/21,1,West Yorkshire,Rape of a male child under 13,Sexual offences,Rape offences,19H,11
2020/21,1,West Yorkshire,Rape of a male child under 13,Sexual offences,Rape offences,19H,6
2020/21,1,West Yorkshire,Rape of a male child under 13,Sexual offences,Rape offences,19H,9
2020/21,1,West Yorkshire,Rape of a male child under 16,Sexual offences,Rape offences,19G,8
2020/21,1,West Yorkshire,Rape of a male child under 16,Sexual offences,Rape offences,19G,3
2020/21,1,West Yorkshire,Rape of a male child under 16,Sexual offences,Rape offences,19G,5
2020/21,1,West Yorkshire,Rape of a Male - Multiple Undefined Offenders,Sexual offences,Rape offences,19K,1
2020/21,1,West Yorkshire,Rape of a Male - Multiple Undefined Offenders,Sexual offences,Rape offences,19K,1
2020/21,1,West Yorkshire,Rape of a Male - Multiple Undefined Offenders,Sexual offences,Rape offences,19K,1
2020/21,1,West Yorkshire,Robbery of business property,Robbery,Robbery of business property,34A,21
2020/21,1,West Yorkshire,Robbery of business property,Robbery,Robbery of business property,34A,17
2020/21,1,West Yorkshire,Robbery of business property,Robbery,Robbery of business property,34A,16
2020/21,1,West Yorkshire,Robbery of personal property,Robbery,Robbery of personal property,34B,139
2020/21,1,West Yorkshire,Robbery of personal property,Robbery,Robbery of personal property,34B,133
2020/21,1,West Yorkshire,Robbery of personal property,Robbery,Robbery of personal property,34B,159
2020/21,1,West Yorkshire,Sexual activity etc with a person with a mental disorder,Sexual offences,Other sexual offences,70,1
2020/21,1,West Yorkshire,Sexual activity etc with a person with a mental disorder,Sexual offences,Other sexual offences,70,1
2020/21,1,West Yorkshire,Sexual activity etc with a person with a mental disorder,Sexual offences,Other sexual offences,70,1
2020/21,1,West Yorkshire,Sexual activity involving a child under 13,Sexual offences,Other sexual offences,21,56
2020/21,1,West Yorkshire,Sexual activity involving a child under 13,Sexual offences,Other sexual offences,21,42
2020/21,1,West Yorkshire,Sexual activity involving a child under 13,Sexual offences,Other sexual offences,21,63
2020/21,1,West Yorkshire,Sexual activity involving child under 16,Sexual offences,Other sexual offences,22B,50
2020/21,1,West Yorkshire,Sexual activity involving child under 16,Sexual offences,Other sexual offences,22B,61
2020/21,1,West Yorkshire,Sexual activity involving child under 16,Sexual offences,Other sexual offences,22B,55
2020/21,1,West Yorkshire,Sexual assault on a female aged 13 and over,Sexual offences,Other sexual offences,20A,56
2020/21,1,West Yorkshire,Sexual assault on a female aged 13 and over,Sexual offences,Other sexual offences,20A,118
2020/21,1,West Yorkshire,Sexual assault on a female aged 13 and over,Sexual offences,Other sexual offences,20A,121
2020/21,1,West Yorkshire,Sexual assault on a female child under 13,Sexual offences,Other sexual offences,20B,23
2020/21,1,West Yorkshire,Sexual assault on a female child under 13,Sexual offences,Other sexual offences,20B,25
2020/21,1,West Yorkshire,Sexual assault on a female child under 13,Sexual offences,Other sexual offences,20B,18
2020/21,1,West Yorkshire,Sexual assault on a male aged 13 and over,Sexual offences,Other sexual offences,17A,10
2020/21,1,West Yorkshire,Sexual assault on a male aged 13 and over,Sexual offences,Other sexual offences,17A,17
2020/21,1,West Yorkshire,Sexual assault on a male aged 13 and over,Sexual offences,Other sexual offences,17A,22
2020/21,1,West Yorkshire,Sexual assault on a male child under 13,Sexual offences,Other sexual offences,17B,5
2020/21,1,West Yorkshire,Sexual assault on a male child under 13,Sexual offences,Other sexual offences,17B,8
2020/21,1,West Yorkshire,Sexual assault on a male child under 13,Sexual offences,Other sexual offences,17B,9
2020/21,1,West Yorkshire,Sexual grooming,Sexual offences,Other sexual offences,88A,17
2020/21,1,West Yorkshire,Sexual grooming,Sexual offences,Other sexual offences,88A,20
2020/21,1,West Yorkshire,Sexual grooming,Sexual offences,Other sexual offences,88A,16
2020/21,1,West Yorkshire,Shoplifting,Theft offences,Shoplifting,46,596
2020/21,1,West Yorkshire,Shoplifting,Theft offences,Shoplifting,46,567
2020/21,1,West Yorkshire,Shoplifting,Theft offences,Shoplifting,46,674
2020/21,1,West Yorkshire,Soliciting for the purposes of prostitution,Miscellaneous crimes,Miscellaneous crimes,27,1
2020/21,1,West Yorkshire,Soliciting for the purposes of prostitution,Miscellaneous crimes,Miscellaneous crimes,27,2
2020/21,1,West Yorkshire,Soliciting for the purposes of prostitution,Miscellaneous crimes,Miscellaneous crimes,27,0
2020/21,1,West Yorkshire,Stalking,Violence against the person,Stalking and harassment,8Q,309
2020/21,1,West Yorkshire,Stalking,Violence against the person,Stalking and harassment,8Q,379
2020/21,1,West Yorkshire,Stalking,Violence against the person,Stalking and harassment,8Q,407
2020/21,1,West Yorkshire,Theft by an employee,Theft offences,Other theft offences,41,22
2020/21,1,West Yorkshire,Theft by an employee,Theft offences,Other theft offences,41,16
2020/21,1,West Yorkshire,Theft by an employee,Theft offences,Other theft offences,41,24
2020/21,1,West Yorkshire,Theft from automatic machine or meter,Theft offences,Other theft offences,47,3
2020/21,1,West Yorkshire,Theft from automatic machine or meter,Theft offences,Other theft offences,47,0
2020/21,1,West Yorkshire,Theft from automatic machine or meter,Theft offences,Other theft offences,47,2
2020/21,1,West Yorkshire,Theft from the person,Theft offences,Theft from the person,39,91
2020/21,1,West Yorkshire,Theft from the person,Theft offences,Theft from the person,39,92
2020/21,1,West Yorkshire,Theft from the person,Theft offences,Theft from the person,39,117
2020/21,1,West Yorkshire,Theft from vehicle,Theft offences,Theft from a vehicle,45,511
2020/21,1,West Yorkshire,Theft from vehicle,Theft offences,Theft from a vehicle,45,413
2020/21,1,West Yorkshire,Theft from vehicle,Theft offences,Theft from a vehicle,45,538
2020/21,1,West Yorkshire,Theft in a dwelling other than from an automatic machine or meter,Theft offences,Other theft offences,40,174
2020/21,1,West Yorkshire,Theft in a dwelling other than from an automatic machine or meter,Theft offences,Other theft offences,40,180
2020/21,1,West Yorkshire,Theft in a dwelling other than from an automatic machine or meter,Theft offences,Other theft offences,40,193
2020/21,1,West Yorkshire,Theft of mail,Theft offences,Other theft offences,42,4
2020/21,1,West Yorkshire,Theft of mail,Theft offences,Other theft offences,42,3
2020/21,1,West Yorkshire,Theft of mail,Theft offences,Other theft offences,42,7
2020/21,1,West Yorkshire,Theft or unauthorised taking of a pedal cycle,Theft offences,Bicycle theft,44,122
2020/21,1,West Yorkshire,Theft or unauthorised taking of a pedal cycle,Theft offences,Bicycle theft,44,148
2020/21,1,West Yorkshire,Theft or unauthorised taking of a pedal cycle,Theft offences,Bicycle theft,44,196
2020/21,1,West Yorkshire,Theft or unauthorised taking of motor vehicle,Theft offences,Theft of a motor vehicle,48,269
2020/21,1,West Yorkshire,Theft or unauthorised taking of motor vehicle,Theft offences,Theft of a motor vehicle,48,324
2020/21,1,West Yorkshire,Theft or unauthorised taking of motor vehicle,Theft offences,Theft of a motor vehicle,48,357
2020/21,1,West Yorkshire,Threat or possession with intent to commit criminal damage,Miscellaneous crimes,Miscellaneous crimes,59,199
2020/21,1,West Yorkshire,Threat or possession with intent to commit criminal damage,Miscellaneous crimes,Miscellaneous crimes,59,257
2020/21,1,West Yorkshire,Threat or possession with intent to commit criminal damage,Miscellaneous crimes,Miscellaneous crimes,59,246
2020/21,1,West Yorkshire,Threats to kill,Violence against the person,Violence without injury,3B,344
2020/21,1,West Yorkshire,Threats to kill,Violence against the person,Violence without injury,3B,386
2020/21,1,West Yorkshire,Threats to kill,Violence against the person,Violence without injury,3B,410
2020/21,1,West Yorkshire,Trafficking for sexual exploitation,Sexual offences,Other sexual offences,72,0
2020/21,1,West Yorkshire,Trafficking for sexual exploitation,Sexual offences,Other sexual offences,72,0
2020/21,1,West Yorkshire,Trafficking for sexual exploitation,Sexual offences,Other sexual offences,72,0
2020/21,1,West Yorkshire,Trafficking in controlled drugs,Drug offences,Trafficking of drugs,92A,205
2020/21,1,West Yorkshire,Trafficking in controlled drugs,Drug offences,Trafficking of drugs,92A,239
2020/21,1,West Yorkshire,Trafficking in controlled drugs,Drug offences,Trafficking of drugs,92A,225
2020/21,1,West Yorkshire,Unnatural sexual offences,Sexual offences,Other sexual offences,88D,0
2020/21,1,West Yorkshire,Unnatural sexual offences,Sexual offences,Other sexual offences,88D,1
2020/21,1,West Yorkshire,Unnatural sexual offences,Sexual offences,Other sexual offences,88D,0
2020/21,1,West Yorkshire,Violent disorder,Public order offences,Public order offences,62A,2
2020/21,1,West Yorkshire,Violent disorder,Public order offences,Public order offences,62A,1
2020/21,1,West Yorkshire,Violent disorder,Public order offences,Public order offences,62A,3
2020/21,1,West Yorkshire,Wildlife,Miscellaneous crimes,Miscellaneous crimes,96,0
2020/21,1,West Yorkshire,Wildlife,Miscellaneous crimes,Miscellaneous crimes,96,0
2020/21,1,West Yorkshire,Wildlife,Miscellaneous crimes,Miscellaneous crimes,96,0
2020/21,1,Wiltshire,Absconding from lawful custody,Miscellaneous crimes,Miscellaneous crimes,80,0
2020/21,1,Wiltshire,Absconding from lawful custody,Miscellaneous crimes,Miscellaneous crimes,80,0
2020/21,1,Wiltshire,Absconding from lawful custody,Miscellaneous crimes,Miscellaneous crimes,80,0
2020/21,1,Wiltshire,Abuse of children through sexual exploitation,Sexual offences,Other sexual offences,71,0
2020/21,1,Wiltshire,Abuse of children through sexual exploitation,Sexual offences,Other sexual offences,71,3
2020/21,1,Wiltshire,Abuse of children through sexual exploitation,Sexual offences,Other sexual offences,71,0
2020/21,1,Wiltshire,Abuse of position of trust of a sexual nature,Sexual offences,Other sexual offences,73,0
2020/21,1,Wiltshire,Abuse of position of trust of a sexual nature,Sexual offences,Other sexual offences,73,0
2020/21,1,Wiltshire,Abuse of position of trust of a sexual nature,Sexual offences,Other sexual offences,73,0
2020/21,1,Wiltshire,Aggravated Burglary Business and Community,Theft offences,Non-domestic burglary,31A,0
2020/21,1,Wiltshire,Aggravated Burglary Business and Community,Theft offences,Non-domestic burglary,31A,1
2020/21,1,Wiltshire,Aggravated Burglary Business and Community,Theft offences,Non-domestic burglary,31A,0
2020/21,1,Wiltshire,Aggravated burglary in a building other than a dwelling(outcome only),Theft offences,Non-domestic burglary,31,0
2020/21,1,Wiltshire,Aggravated burglary in a building other than a dwelling(outcome only),Theft offences,Non-domestic burglary,31,0
2020/21,1,Wiltshire,Aggravated burglary in a building other than a dwelling(outcome only),Theft offences,Non-domestic burglary,31,0
2020/21,1,Wiltshire,Aggravated burglary in a dwelling (outcome only),Theft offences,Domestic burglary,29,0
2020/21,1,Wiltshire,Aggravated burglary in a dwelling (outcome only),Theft offences,Domestic burglary,29,0
2020/21,1,Wiltshire,Aggravated burglary in a dwelling (outcome only),Theft offences,Domestic burglary,29,0
2020/21,1,Wiltshire,Aggravated Burglary Residential,Theft offences,Domestic burglary,29A,1
2020/21,1,Wiltshire,Aggravated Burglary Residential,Theft offences,Domestic burglary,29A,1
2020/21,1,Wiltshire,Aggravated Burglary Residential,Theft offences,Domestic burglary,29A,2
2020/21,1,Wiltshire,Aggravated vehicle taking,Theft offences,Theft of a motor vehicle,37.2,0
2020/21,1,Wiltshire,Aggravated vehicle taking,Theft offences,Theft of a motor vehicle,37.2,0
2020/21,1,Wiltshire,Aggravated vehicle taking,Theft offences,Theft of a motor vehicle,37.2,0
2020/21,1,Wiltshire,Aiding suicide,Miscellaneous crimes,Miscellaneous crimes,76,0
2020/21,1,Wiltshire,Aiding suicide,Miscellaneous crimes,Miscellaneous crimes,76,0
2020/21,1,Wiltshire,Aiding suicide,Miscellaneous crimes,Miscellaneous crimes,76,0
2020/21,1,Wiltshire,Arson endangering life,Criminal damage and arson,Arson,56A,2
2020/21,1,Wiltshire,Arson endangering life,Criminal damage and arson,Arson,56A,4
2020/21,1,Wiltshire,Arson endangering life,Criminal damage and arson,Arson,56A,2
2020/21,1,Wiltshire,Arson not endangering life,Criminal damage and arson,Arson,56B,8
2020/21,1,Wiltshire,Arson not endangering life,Criminal damage and arson,Arson,56B,15
2020/21,1,Wiltshire,Arson not endangering life,Criminal damage and arson,Arson,56B,14
2020/21,1,Wiltshire,Assaults on emergency workers (other than constables),Violence against the Person,Violence with Injury,8T,0
2020/21,1,Wiltshire,Assaults on emergency workers (other than constables),Violence against the Person,Violence with Injury,8T,0
2020/21,1,Wiltshire,Assaults on emergency workers (other than constables),Violence against the Person,Violence with Injury,8T,0
2020/21,1,Wiltshire,Assault with injury,Violence against the person,Violence with injury,8N,344
2020/21,1,Wiltshire,Assault with injury,Violence against the person,Violence with injury,8N,354
2020/21,1,Wiltshire,Assault with injury,Violence against the person,Violence with injury,8N,406
2020/21,1,Wiltshire,Assault with injury on a constable,Violence against the person,Violence with injury,8S,9
2020/21,1,Wiltshire,Assault with injury on a constable,Violence against the person,Violence with injury,8S,12
2020/21,1,Wiltshire,Assault with injury on a constable,Violence against the person,Violence with injury,8S,13
2020/21,1,Wiltshire,Assault with intent to cause serious harm,Violence against the person,Violence with injury,5D,12
2020/21,1,Wiltshire,Assault with intent to cause serious harm,Violence against the person,Violence with injury,5D,11
2020/21,1,Wiltshire,Assault with intent to cause serious harm,Violence against the person,Violence with injury,5D,13
2020/21,1,Wiltshire,Assault without injury,Violence against the person,Violence without injury,105A,436
2020/21,1,Wiltshire,Assault without injury,Violence against the person,Violence without injury,105A,520
2020/21,1,Wiltshire,Assault without injury,Violence against the person,Violence without injury,105A,496
2020/21,1,Wiltshire,Assault without injury on a constable,Violence against the person,Violence without injury,104,0
2020/21,1,Wiltshire,Assault without injury on a constable,Violence against the person,Violence without injury,104,0
2020/21,1,Wiltshire,Assault without injury on a constable,Violence against the person,Violence without injury,104,0
2020/21,1,Wiltshire,Attempted Burglary Business and Community,Theft offences,Non-domestic burglary,30D,10
2020/21,1,Wiltshire,Attempted Burglary Business and Community,Theft offences,Non-domestic burglary,30D,10
2020/21,1,Wiltshire,Attempted Burglary Business and Community,Theft offences,Non-domestic burglary,30D,3
2020/21,1,Wiltshire,Attempted burglary in a building other than a dwelling (outcome only),Theft offences,Non-domestic burglary,30B,0
2020/21,1,Wiltshire,Attempted burglary in a building other than a dwelling (outcome only),Theft offences,Non-domestic burglary,30B,0
2020/21,1,Wiltshire,Attempted burglary in a building other than a dwelling (outcome only),Theft offences,Non-domestic burglary,30B,0
2020/21,1,Wiltshire,Attempted burglary in a dwelling (outcome only),Theft offences,Domestic burglary,28B,0
2020/21,1,Wiltshire,Attempted burglary in a dwelling (outcome only),Theft offences,Domestic burglary,28B,0
2020/21,1,Wiltshire,Attempted burglary in a dwelling (outcome only),Theft offences,Domestic burglary,28B,0
2020/21,1,Wiltshire,Attempted Burglary Residential,Theft offences,Domestic burglary,28F,16
2020/21,1,Wiltshire,Attempted Burglary Residential,Theft offences,Domestic burglary,28F,12
2020/21,1,Wiltshire,Attempted Burglary Residential,Theft offences,Domestic burglary,28F,8
2020/21,1,Wiltshire,Attempted distraction burglary in a dwelling (outcome only),Theft offences,Domestic burglary,28D,0
2020/21,1,Wiltshire,Attempted distraction burglary in a dwelling (outcome only),Theft offences,Domestic burglary,28D,0
2020/21,1,Wiltshire,Attempted distraction burglary in a dwelling (outcome only),Theft offences,Domestic burglary,28D,0
2020/21,1,Wiltshire,Attempted Distraction Burglary Residential,Theft offences,Domestic burglary,28H,0
2020/21,1,Wiltshire,Attempted Distraction Burglary Residential,Theft offences,Domestic burglary,28H,0
2020/21,1,Wiltshire,Attempted Distraction Burglary Residential,Theft offences,Domestic burglary,28H,0
2020/21,1,Wiltshire,Attempted murder,Violence against the person,Violence with injury,2,0
2020/21,1,Wiltshire,Attempted murder,Violence against the person,Violence with injury,2,0
2020/21,1,Wiltshire,Attempted murder,Violence against the person,Violence with injury,2,1
2020/21,1,Wiltshire,Bail offences,Miscellaneous crimes,Miscellaneous crimes,83,0
2020/21,1,Wiltshire,Bail offences,Miscellaneous crimes,Miscellaneous crimes,83,0
2020/21,1,Wiltshire,Bail offences,Miscellaneous crimes,Miscellaneous crimes,83,0
2020/21,1,Wiltshire,Bigamy,Miscellaneous crimes,Miscellaneous crimes,26,0
2020/21,1,Wiltshire,Bigamy,Miscellaneous crimes,Miscellaneous crimes,26,0
2020/21,1,Wiltshire,Bigamy,Miscellaneous crimes,Miscellaneous crimes,26,0
2020/21,1,Wiltshire,Blackmail,Theft offences,Other theft offences,35,8
2020/21,1,Wiltshire,Blackmail,Theft offences,Other theft offences,35,16
2020/21,1,Wiltshire,Blackmail,Theft offences,Other theft offences,35,17
2020/21,1,Wiltshire,Burglary Business and Community,Theft offences,Non-domestic burglary,30C,36
2020/21,1,Wiltshire,Burglary Business and Community,Theft offences,Non-domestic burglary,30C,37
2020/21,1,Wiltshire,Burglary Business and Community,Theft offences,Non-domestic burglary,30C,38
2020/21,1,Wiltshire,Burglary in a building other than a dwelling (outcome only),Theft offences,Non-domestic burglary,30A,0
2020/21,1,Wiltshire,Burglary in a building other than a dwelling (outcome only),Theft offences,Non-domestic burglary,30A,0
2020/21,1,Wiltshire,Burglary in a building other than a dwelling (outcome only),Theft offences,Non-domestic burglary,30A,0
2020/21,1,Wiltshire,Burglary in a dwelling(outcome only),Theft offences,Domestic burglary,28A,0
2020/21,1,Wiltshire,Burglary in a dwelling(outcome only),Theft offences,Domestic burglary,28A,0
2020/21,1,Wiltshire,Burglary in a dwelling(outcome only),Theft offences,Domestic burglary,28A,0
2020/21,1,Wiltshire,Burglary Residential,Theft offences,Domestic burglary,28E,79
2020/21,1,Wiltshire,Burglary Residential,Theft offences,Domestic burglary,28E,74
2020/21,1,Wiltshire,Burglary Residential,Theft offences,Domestic burglary,28E,82
2020/21,1,Wiltshire,Causing death by aggravated vehicle taking,Violence against the person,Death or serious injury - unlawful driving,37.1,0
2020/21,1,Wiltshire,Causing death by aggravated vehicle taking,Violence against the person,Death or serious injury - unlawful driving,37.1,0
2020/21,1,Wiltshire,Causing death by aggravated vehicle taking,Violence against the person,Death or serious injury - unlawful driving,37.1,0
2020/21,1,Wiltshire,Causing death by careless driving under influence of drink or drugs,Violence against the person,Death or serious injury - unlawful driving,4.6,0
2020/21,1,Wiltshire,Causing death by careless driving under influence of drink or drugs,Violence against the person,Death or serious injury - unlawful driving,4.6,0
2020/21,1,Wiltshire,Causing death by careless driving under influence of drink or drugs,Violence against the person,Death or serious injury - unlawful driving,4.6,0
2020/21,1,Wiltshire,Causing death by careless or inconsiderate driving,Violence against the person,Death or serious injury - unlawful driving,4.8,0
2020/21,1,Wiltshire,Causing death by careless or inconsiderate driving,Violence against the person,Death or serious injury - unlawful driving,4.8,0
2020/21,1,Wiltshire,Causing death by careless or inconsiderate driving,Violence against the person,Death or serious injury - unlawful driving,4.8,0
2020/21,1,Wiltshire,Causing death by driving: unlicensed or disqualified or uninsured drivers,Violence against the person,Death or serious injury - unlawful driving,4.9,0
2020/21,1,Wiltshire,Causing death by driving: unlicensed or disqualified or uninsured drivers,Violence against the person,Death or serious injury - unlawful driving,4.9,0
2020/21,1,Wiltshire,Causing death by driving: unlicensed or disqualified or uninsured drivers,Violence against the person,Death or serious injury - unlawful driving,4.9,0
2020/21,1,Wiltshire,Causing death or serious injury by dangerous driving,Violence against the person,Death or serious injury - unlawful driving,4.4,0
2020/21,1,Wiltshire,Causing death or serious injury by dangerous driving,Violence against the person,Death or serious injury - unlawful driving,4.4,0
2020/21,1,Wiltshire,Causing death or serious injury by dangerous driving,Violence against the person,Death or serious injury - unlawful driving,4.4,0
2020/21,1,Wiltshire,Causing or allowing death of child or vulnerable person,Violence against the person,Violence with injury,4.7,0
2020/21,1,Wiltshire,Causing or allowing death of child or vulnerable person,Violence against the person,Violence with injury,4.7,0
2020/21,1,Wiltshire,Causing or allowing death of child or vulnerable person,Violence against the person,Violence with injury,4.7,0
2020/21,1,Wiltshire,Causing sexual activity without consent,Sexual offences,Other sexual offences,22A,0
2020/21,1,Wiltshire,Causing sexual activity without consent,Sexual offences,Other sexual offences,22A,1
2020/21,1,Wiltshire,Causing sexual activity without consent,Sexual offences,Other sexual offences,22A,1
2020/21,1,Wiltshire,Child abduction,Violence against the person,Violence without injury,13,0
2020/21,1,Wiltshire,Child abduction,Violence against the person,Violence without injury,13,1
2020/21,1,Wiltshire,Child abduction,Violence against the person,Violence without injury,13,0
2020/21,1,Wiltshire,Concealing an infant death close to birth,Miscellaneous crimes,Miscellaneous crimes,15,0
2020/21,1,Wiltshire,Concealing an infant death close to birth,Miscellaneous crimes,Miscellaneous crimes,15,0
2020/21,1,Wiltshire,Concealing an infant death close to birth,Miscellaneous crimes,Miscellaneous crimes,15,0
2020/21,1,Wiltshire,Conspiracy to murder,Violence against the person,Violence without injury,3A,0
2020/21,1,Wiltshire,Conspiracy to murder,Violence against the person,Violence without injury,3A,0
2020/21,1,Wiltshire,Conspiracy to murder,Violence against the person,Violence without injury,3A,0
2020/21,1,Wiltshire,Controlling and coercive behaviour,Violence against the Person,Stalking and Harassment,8U,0
2020/21,1,Wiltshire,Controlling and coercive behaviour,Violence against the Person,Stalking and Harassment,8U,0
2020/21,1,Wiltshire,Controlling and coercive behaviour,Violence against the Person,Stalking and Harassment,8U,0
2020/21,1,Wiltshire,Corporate manslaughter,Violence against the person,Homicide,4.1,0
2020/21,1,Wiltshire,Corporate manslaughter,Violence against the person,Homicide,4.1,0
2020/21,1,Wiltshire,Corporate manslaughter,Violence against the person,Homicide,4.1,0
2020/21,1,Wiltshire,Criminal damage to a building other than a dwelling,Criminal damage and arson,Criminal damage,58B,0
2020/21,1,Wiltshire,Criminal damage to a building other than a dwelling,Criminal damage and arson,Criminal damage,58B,0
2020/21,1,Wiltshire,Criminal damage to a building other than a dwelling,Criminal damage and arson,Criminal damage,58B,0
2020/21,1,Wiltshire,Criminal damage to a dwelling,Criminal damage and arson,Criminal damage,58A,0
2020/21,1,Wiltshire,Criminal damage to a dwelling,Criminal damage and arson,Criminal damage,58A,0
2020/21,1,Wiltshire,Criminal damage to a dwelling,Criminal damage and arson,Criminal damage,58A,0
2020/21,1,Wiltshire,Criminal damage to a vehicle,Criminal damage and arson,Criminal damage,58C,96
2020/21,1,Wiltshire,Criminal damage to a vehicle,Criminal damage and arson,Criminal damage,58C,104
2020/21,1,Wiltshire,Criminal damage to a vehicle,Criminal damage and arson,Criminal damage,58C,142
2020/21,1,Wiltshire,Cruelty to children/young persons,Violence against the person,Violence without injury,11A,1
